,Mus musculus,Rattus norvegicus,Panthera leo,Triturus cristatus,Ateles paniscus,Branta canadensis,Camelus dromedarius,Cebus albifrons,Crocodylus siamensis,Echinops telfairi,Erinaceus europaeus,Hippopotamus amphibius,Lagothrix lagotricha,Lutra lutra,Macaca mulatta,Mellivora capensis,Microtus xanthognathus,Nasua nasua,Tursiops truncatus,Anas platyrhynchos,Camelus bactrianus,Cavia porcellus,Crocuta crocuta,Elephas maximus,Lama guanicoe,Martes foina,Mustela putorius,Paguma larvata,Sminthopsis crassicaudata,Struthio camelus,Tragelaphus strepsiceros,Tapirus terrestris,Callimico goeldii,Colobus guereza,Lama glama,Macropus giganteus,Phalacrocorax carbo,Papio cynocephalus,Rhinolophus ferrumequinum,Squalus acanthias,Vultur gryphus,Panthera onca,Aquila chrysaetos,Ateles geoffroyi,Balaenoptera acutorostrata,Bos taurus,Ceratotherium simum,Crocodylus niloticus,Dasyurus viverrinus,Equus zebra,Homo sapiens,Papio anubis,Saimiri sciureus,Scalopus aquaticus,Ovis aries,Ursus thibetanus,Accipiter gentilis,Ailuropoda melanoleuca,Alligator mississippiensis,Antrozous pallidus,Canis latrans,Cebus capucinus,Chlorocebus aethiops,Chrysocyon brachyurus,Dasypus novemcinctus,Didelphis virginiana,Equus caballus,Lama vicugna,Physeter catodon,Procyon lotor,Oryctolagus cuniculus,Talpa europaea,Ursus maritimus,Aotus trivirgatus,Bradypus tridactylus,Bubalus bubalis,Caretta caretta,Gallus gallus,Columba livia,Helarctos malayanus,Lepus europaeus,Loxodonta africana,Macropus rufus,Meles meles,Myotis velifer,Ornithorhynchus anatinus,Potorous tridactylus,Tadarida brasiliensis,Thunnus thynnus,Vulpes vulpes,Sus scrofa,Rhea americana,Saguinus fuscicollis,Suncus murinus,Trichechus inunguis,Lemur catta,Lynx lynx,Macropus eugenii,Ondatra zibethicus,Phoca vitulina,Pongo pygmaeus,Pteronura brasiliensis,Rangifer tarandus,Rhinoceros unicornis,Mammuthus primigenius,Mesoplodon densirostris,Balaenoptera omurai,Lipotes vexillifer,Delphinapterus leucas,Sousa chinensis,Neophocaena phocaenoides,Kogia sima
Mus musculus
Lemur catta,1795945.945945946,1845833.3333333333,2919852.9411764704,4837857.142857143,2194791.6666666665,6456122.448979592,2129878.048780488,1197330.5555555555,4652205.882352941,1899489.7959183673,2519342.8571428573,2568382.3529411764,1950925.9259259258,4136458.3333333335,2394318.1818181816,3971000.0,1277884.6153846155,3971000.0,3043055.5555555555,6327000.0,2129878.048780488,1582142.857142857,3423275.8620689656,2326875.0,2129878.048780488,3971000.0,3676851.8518518517,3309166.6666666665,2785576.923076923,6083653.846153846,2568382.3529411764,2486486.4864864866,2025961.5384615385,474549.5495495495,2129878.048780488,3218888.888888889,6456122.448979592,2290217.3913043477,3102343.75,5470977.011494253,6456122.448979592,2836428.5714285714,6730851.063829787,2025961.5384615385,3423437.5,2495000.0,2555555.5555555555,4866923.076923077,1833544.3037974683,2875000.0,474549.5495495495,2194791.6666666665,2025961.5384615385,2139534.88372093,2495000.0,3676851.8518518517,6327000.0,3423275.8620689656,4652205.882352941,3008333.3333333335,3202419.35483871,1950925.9259259258,2508333.3333333335,3202419.35483871,2234375.0,3017708.3333333335,2705882.3529411764,2129878.048780488,3130000.0,3818269.230769231,2373214.285714286,2421052.6315789474,3676851.8518518517,2107000.0,2291666.6666666665,2568382.3529411764,5021428.571428572,6202941.176470588,6590625.0,3676851.8518518517,2373214.285714286,2270121.951219512,3292045.4545454546,3818269.230769231,2683108.108108108,3984883.7209302327,3218888.888888889,2836428.5714285714,5615937.5,3423275.8620689656,2646212.121212121,6456122.448979592,2394318.1818181816,2757638.888888889,2515540.5405405406
Lynx lynx,2836428.5714285714,3202419.35483871,1515357.142857143,4639041.095890411,4136458.3333333335,6730851.063829787,2646212.121212121,4136458.3333333335,4519285.714285715,1816666.6666666667,3391423.076923077,3118750.0,3971000.0,3018421.052631579,4136458.3333333335,3186111.111111111,1985500.0,3186111.111111111,3319696.9696969697,6590625.0,2646212.121212121,2757638.888888889,2752500.0,1968055.5555555555,2646212.121212121,3018421.052631579,2730952.380952381,3055750.0,3448809.523809524,6730851.063829787,2816935.4838709678,2052205.8823529412,3971000.0,919212.9629629629,2646212.121212121,3218888.888888889,6877173.9130434785,4136458.3333333335,2870454.5454545454,5804573.1707317075,6456122.448979592,1515357.142857143,6590625.0,3818269.230769231,4057407.407407407,2910833.3333333335,2180468.75,4652205.882352941,1905921.0526315789,1938194.4444444445,886383.9285714285,3971000.0,3545535.714285714,1885810.810810811,3011206.896551724,3823333.3333333335,6590625.0,2606818.1818181816,4455633.802816901,2428846.153846154,3186111.111111111,4136458.3333333335,4316304.347826087,3186111.111111111,1598809.5238095238,2956122.448979592,1885810.810810811,2646212.121212121,3423437.5,3186111.111111111,3545535.714285714,2791000.0,3823333.3333333335,4316304.347826087,1721794.8717948718,3011206.896551724,5102419.354838709,6590625.0,6877173.9130434785,3823333.3333333335,3423275.8620689656,1914864.8648648649,3292045.4545454546,2867500.0,2526000.0,4509210.52631579,3368604.6511627906,2526000.0,5911513.157894737,3373529.411764706,3638541.6666666665,6730851.063829787,4136458.3333333335,2608928.5714285714,2624074.074074074,3423275.8620689656
Macropus eugenii,3448809.523809524,3532926.8292682925,2956122.448979592,4398051.948051948,3811842.1052631577,6877173.9130434785,3621250.0,3811842.1052631577,4942968.75,2733018.867924528,2593441.1764705884,3532926.8292682925,4023611.111111111,4138571.4285714286,3914864.864864865,4138571.4285714286,2785576.923076923,3621250.0,2738750.0,6877173.9130434785,3621250.0,3218888.888888889,3218888.888888889,3714102.564102564,3532926.8292682925,4023611.111111111,4023611.111111111,3218888.888888889,1590775.8620689656,6456122.448979592,3368604.6511627906,3292045.4545454546,3811842.1052631577,1281858.4070796461,3532926.8292682925,886250.0,6730851.063829787,4023611.111111111,3621250.0,5470977.011494253,6456122.448979592,3017708.3333333335,6590625.0,3914864.864864865,3043055.5555555555,3368604.6511627906,3448809.523809524,4942968.75,659035.7142857143,3368604.6511627906,1293303.5714285714,4138571.4285714286,3811842.1052631577,3148913.0434782607,3368604.6511627906,4023611.111111111,6730851.063829787,4023611.111111111,4721641.791044776,3714102.564102564,4138571.4285714286,3811842.1052631577,3811842.1052631577,4138571.4285714286,3218888.888888889,2723333.3333333335,3448809.523809524,3532926.8292682925,2960810.810810811,3914864.864864865,3914864.864864865,3148913.0434782607,4023611.111111111,3811842.1052631577,3292045.4545454546,3448809.523809524,5272500.0,6730851.063829787,7189772.7272727275,4023611.111111111,3811842.1052631577,3714102.564102564,591250.0,4138571.4285714286,3621250.0,4283750.0,1806000.0,3714102.564102564,5546604.9382716045,4138571.4285714286,3621250.0,6590625.0,3714102.564102564,3532926.8292682925,3292045.4545454546,3081914.8936170214,3148913.0434782607
Ondatra zibethicus,1322321.4285714286,1371296.2962962964,2112234.0425531915,4639041.095890411,1845833.3333333333,6202941.176470588,1940555.5555555555,1795945.945945946,4275000.0,1899489.7959183673,2204425.0,2360135.135135135,1748684.2105263157,2757638.888888889,1898571.4285714286,2757638.888888889,126072.58064516129,2545512.8205128205,2671951.2195121953,5968867.924528302,1940555.5555555555,1257894.7368421052,2308720.930232558,2115340.909090909,1898369.5652173914,2757638.888888889,2612500.0,2363690.476190476,3081914.8936170214,5858333.333333333,2030813.953488372,2090909.0909090908,1795945.945945946,582894.7368421053,1898369.5652173914,3218888.888888889,5858333.333333333,1898571.4285714286,2612500.0,5734638.554216867,5751818.181818182,2068229.1666666667,5968867.924528302,1795945.945945946,2671951.2195121953,2030813.953488372,2300000.0,4393750.0,1745180.7228915663,2090909.0909090908,593303.5714285715,1845833.3333333333,1748684.2105263157,1957446.8085106383,2079166.6666666667,2612500.0,5968867.924528302,2545512.8205128205,4393750.0,2836428.5714285714,2683108.108108108,1795945.945945946,1954411.7647058824,2683108.108108108,1901595.744680851,2956122.448979592,2090909.0909090908,1898369.5652173914,2489772.727272727,2545512.8205128205,1557051.282051282,2421052.6315789474,2612500.0,1845833.3333333333,2179878.048780488,2030813.953488372,4519285.714285715,5968867.924528302,6083653.846153846,2612500.0,1598026.3157894737,2115340.909090909,3292045.4545454546,2545512.8205128205,2683108.108108108,3894318.1818181816,3148913.0434782607,2757638.888888889,5759935.897435897,2683108.108108108,2425694.4444444445,5968867.924528302,1795945.945945946,2545512.8205128205,2270121.951219512,1620731.7073170731,2256250.0,3218888.888888889
Phoca vitulina,3818269.230769231,3818269.230769231,2730952.380952381,4703472.222222222,8272916.666666667,7532142.857142857,3638541.6666666665,8272916.666666667,4721641.791044776,2024285.7142857143,4198904.761904762,4158333.3333333335,8272916.666666667,8935000.0,8272916.666666667,8935000.0,2158152.1739130435,4136785.714285714,4979545.454545454,7356976.7441860465,3638541.6666666665,3008333.3333333335,4096428.5714285714,2361666.6666666665,3493000.0,11168750.0,7445833.333333333,3823333.3333333335,3811842.1052631577,7189772.7272727275,3796739.1304347827,2791000.0,7636538.461538462,945476.1904761905,3493000.0,4260294.117647059,7715853.658536585,9927500.0,4510714.285714285,5949687.5,7189772.7272727275,2606818.1818181816,7189772.7272727275,7091071.428571428,6086111.111111111,3638541.6666666665,2907291.6666666665,4866923.076923077,2069285.7142857143,2791000.0,945476.1904761905,9025000.0,6204687.5,2250806.4516129033,3118750.0,11091666.666666666,7030000.0,3697222.222222222,4455633.802816901,3007142.8571428573,4387500.0,7636538.461538462,9025000.0,4387500.0,1918571.4285714286,3532926.8292682925,2683653.846153846,3493000.0,4564583.333333333,3217500.0,6204687.5,3488750.0,11091666.666666666,9927500.0,2238333.3333333335,3796739.1304347827,5550000.0,7356976.7441860465,7908750.0,11091666.666666666,6204687.5,2285483.870967742,4389393.939393939,6382142.857142857,2745652.1739130435,5908620.689655173,4138571.4285714286,3946875.0,5911513.157894737,5484375.0,3796739.1304347827,7356976.7441860465,8272916.666666667,3652500.0,2725000.0,3818269.230769231,3584375.0,4138571.4285714286,2683108.108108108
Pongo pygmaeus,572844.8275862068,567948.717948718,863260.8695652174,2775819.6721311477,285491.0714285714,2658403.3613445377,759347.8260869565,291242.5675675676,2614462.8099173554,838513.5135135135,760146.551724138,766008.7719298246,288063.0630630631,902500.0,220340.9090909091,902500.0,563135.593220339,902500.0,944396.551724138,2636250.0,759347.8260869565,577826.0869565217,886383.9285714285,816447.3684210526,759347.8260869565,902500.0,902500.0,886383.9285714285,1238034.188034188,2680932.2033898304,759347.8260869565,814159.2920353982,285491.0714285714,4847500.0,759347.8260869565,1238034.188034188,2658403.3613445377,220340.9090909091,870833.3333333334,4068162.393162393,2658403.3613445377,855818.9655172414,2658403.3613445377,285491.0714285714,960964.9122807018,759347.8260869565,814159.2920353982,2614462.8099173554,2633636.3636363638,807017.5438596491,206375.0,218355.85585585586,288063.0630630631,760330.5785123967,759347.8260869565,902500.0,2636250.0,894369.3693693693,2614462.8099173554,841313.5593220339,902500.0,288063.0630630631,220340.9090909091,902500.0,763888.8888888889,1227542.372881356,800000.0,759347.8260869565,952608.695652174,894369.3693693693,593303.5714285715,800000.0,902500.0,290681.8181818182,763888.8888888889,759347.8260869565,2636250.0,2636250.0,2658403.3613445377,902500.0,593303.5714285715,816447.3684210526,1238034.188034188,902500.0,848504.2735042735,1439915.9663865545,1227542.372881356,855818.9655172414,3652642.276422764,902500.0,752801.724137931,2658403.3613445377,290681.8181818182,886383.9285714285,823672.5663716814,454094.8275862069,878539.8230088495,1227542.372881356,558403.3613445378,902500.0
Pteronura brasiliensis,3545535.714285714,3545535.714285714,2389583.3333333335,4639041.095890411,8272916.666666667,7356976.7441860465,3493000.0,8272916.666666667,4652205.882352941,1968055.5555555555,4198904.761904762,3969318.1818181816,9927500.0,4158175.0,9025000.0,15827500.0,2158152.1739130435,7445833.333333333,4979545.454545454,7189772.7272727275,3493000.0,2836428.5714285714,3186111.111111111,2443103.4482758623,3358653.846153846,9963750.0,3186111.111111111,3714102.564102564,7030000.0,3969318.1818181816,2791000.0,7636538.461538462,945476.1904761905,3358653.846153846,4138571.4285714286,7532142.857142857,11030555.555555556,4857692.307692308,6025000.0,7356976.7441860465,2294000.0,7356976.7441860465,8272916.666666667,5477500.0,3796739.1304347827,3171590.909090909,4793181.818181818,2069285.7142857143,3322619.0476190476,936556.6037735849,9927500.0,7091071.428571428,2180468.75,3234259.2592592593,6382142.857142857,7189772.7272727275,8935000.0,4393750.0,2745652.1739130435,4467500.0,7636538.461538462,9927500.0,4467500.0,2098437.5,3811842.1052631577,3171590.909090909,3358653.846153846,4564583.333333333,4467500.0,6204687.5,3033695.652173913,6382142.857142857,12409375.0,2398214.285714286,3969318.1818181816,5454310.344827586,7189772.7272727275,7356976.7441860465,6382142.857142857,6204687.5,2361666.6666666665,4260294.117647059,3784000.0,3007142.8571428573,5527419.354838709,4023611.111111111,3714705.882352941,5834740.2597402595,5584375.0,3638541.6666666665,7189772.7272727275,8272916.666666667,4058333.3333333335,2530357.1428571427,3971000.0,3018421.052631579,4023611.111111111,2757638.888888889,11168750.0,902500.0
Rangifer tarandus,2183125.0,2298026.3157894737,2816935.4838709678,4639041.095890411,3358653.846153846,6083653.846153846,1662068.9655172413,2910833.3333333335,4652205.882352941,2129878.048780488,2755531.25,1909615.3846153845,3118750.0,3011206.896551724,3011206.896551724,3011206.896551724,1819270.8333333333,3118750.0,3533870.9677419355,6083653.846153846,1662068.9655172413,2129878.048780488,2910833.3333333335,2425694.4444444445,1662068.9655172413,3011206.896551724,2910833.3333333335,3358653.846153846,3081914.8936170214,5858333.333333333,1961764.705882353,2568382.3529411764,3234259.2592592593,779687.5,1662068.9655172413,3081914.8936170214,6202941.176470588,2910833.3333333335,3011206.896551724,5666369.047619048,5968867.924528302,2816935.4838709678,5858333.333333333,3358653.846153846,4213461.538461538,1755263.1578947369,2728906.25,4721641.791044776,1810625.0,2568382.3529411764,793863.6363636364,2910833.3333333335,2910833.3333333335,2079166.6666666667,1961764.705882353,3234259.2592592593,5968867.924528302,2910833.3333333335,4455633.802816901,2646212.121212121,2728906.25,2910833.3333333335,3118750.0,2728906.25,2079166.6666666667,2956122.448979592,2568382.3529411764,1662068.9655172413,3533870.9677419355,3118750.0,3118750.0,2425694.4444444445,3234259.2592592593,3234259.2592592593,2425694.4444444445,1755263.1578947369,4721641.791044776,6083653.846153846,6456122.448979592,3234259.2592592593,2728906.25,2360135.135135135,3081914.8936170214,2728906.25,2360135.135135135,4283750.0,3081914.8936170214,2568382.3529411764,5546604.9382716045,2816935.4838709678,1350806.4516129033,6083653.846153846,3011206.896551724,2568382.3529411764,2910833.3333333335,2495000.0,3011206.896551724,3081914.8936170214,2183125.0,3234259.2592592593,759347.8260869565,3011206.896551724
Rhinoceros unicornis,2486486.4864864866,2555555.5555555555,2052205.8823529412,4398051.948051948,3833333.3333333335,7030000.0,3118750.0,4181818.1818181816,4455633.802816901,1589375.0,3040586.206896552,3638541.6666666665,4181818.1818181816,3171590.909090909,3538461.5384615385,3488750.0,1840000.0,2791000.0,4057407.407407407,7030000.0,3118750.0,2190476.1904761903,2325833.3333333335,1986718.75,3118750.0,3322619.0476190476,3033695.652173913,2180468.75,3532926.8292682925,7189772.7272727275,3358653.846153846,3321875.0,3538461.5384615385,851851.8518518518,3118750.0,3532926.8292682925,6877173.9130434785,4181818.1818181816,2683653.846153846,5666369.047619048,6590625.0,1993571.4285714286,6590625.0,4181818.1818181816,4382000.0,3118750.0,2048500.0,4584782.608695652,1957432.4324324324,3321875.0,844036.6972477065,4000000.0,3680000.0,1689189.189189189,2816935.4838709678,2683653.846153846,6877173.9130434785,2907291.6666666665,4393750.0,2250806.4516129033,3171590.909090909,4000000.0,3680000.0,3171590.909090909,1931451.6129032257,3292045.4545454546,3126470.588235294,3118750.0,3777586.206896552,2683653.846153846,3172413.793103448,2083333.3333333333,2683653.846153846,4181818.1818181816,1761029.4117647058,3234259.2592592593,4866923.076923077,7030000.0,7030000.0,2683653.846153846,3172413.793103448,1986718.75,3621250.0,3171590.909090909,2491964.285714286,4393589.743589744,3621250.0,2491964.285714286,6418214.285714285,3322619.0476190476,2910833.3333333335,7189772.7272727275,3538461.5384615385,3033695.652173913,1869852.9411764706,2486486.4864864866,2325833.3333333335,3448809.523809524,2190476.1904761903,3033695.652173913,814159.2920353982,3322619.0476190476,2425694.4444444445
Mammuthus primigenius,2270121.951219512,2216071.4285714286,1728048.780487805,4455921.052631579,2908593.75,6202941.176470588,2910833.3333333335,2908593.75,4942968.75,1421022.7272727273,2593441.1764705884,2728906.25,3002419.35483871,2214062.5,2737500.0,2285483.870967742,1825000.0,2361666.6666666665,3651666.6666666665,6202941.176470588,2910833.3333333335,2270121.951219512,1968055.5555555555,8971916.666666666,3011206.896551724,2214062.5,2146969.696969697,2024285.7142857143,3292045.4545454546,6083653.846153846,2495000.0,1589375.0,3002419.35483871,853899.0825688073,3011206.896551724,3368604.6511627906,6327000.0,2659285.714285714,2285483.870967742,5348033.707865168,6083653.846153846,1771250.0,6083653.846153846,3002419.35483871,4057407.407407407,2425694.4444444445,1816428.5714285714,4866923.076923077,1881168.831168831,1718243.2432432433,831026.7857142857,2737500.0,3002419.35483871,1271500.0,2425694.4444444445,2146969.696969697,6327000.0,2285483.870967742,4721641.791044776,2024285.7142857143,2285483.870967742,2908593.75,2908593.75,2285483.870967742,1741428.5714285714,3081914.8936170214,1765972.2222222222,3011206.896551724,4057407.407407407,2530357.1428571427,2908593.75,1478488.3720930233,2146969.696969697,2820454.5454545454,1846969.696969697,2495000.0,4721641.791044776,6456122.448979592,6083653.846153846,2146969.696969697,3002419.35483871,6728937.5,3368604.6511627906,2285483.870967742,2083823.5294117648,4179268.2926829266,3448809.523809524,1816666.6666666667,5759935.897435897,2285483.870967742,2568382.3529411764,6083653.846153846,2820454.5454545454,1864473.6842105263,1710937.5,2164534.88372093,1864473.6842105263,3448809.523809524,2115340.909090909,2146969.696969697,816447.3684210526,2214062.5,2239102.564102564,1869852.9411764706
Mesoplodon densirostris,3319696.9696969697,3222058.8235294116,3423437.5,4286708.860759494,6846875.0,6202941.176470588,4763043.478260869,5765789.47368421,4721641.791044776,2738750.0,3533870.9677419355,5477500.0,6444117.647058823,4979545.454545454,4979545.454545454,4979545.454545454,2282291.6666666665,5477500.0,2564000.0,6456122.448979592,4763043.478260869,3222058.8235294116,4382000.0,3651666.6666666665,4564583.333333333,5216666.666666667,4979545.454545454,4057407.407407407,2547674.418604651,6202941.176470588,5216666.666666667,4564583.333333333,6444117.647058823,1014351.8518518518,4564583.333333333,2608333.3333333335,6456122.448979592,4979545.454545454,4213461.538461538,5949687.5,5968867.924528302,3533870.9677419355,5968867.924528302,7303333.333333333,4415625.0,4763043.478260869,4564583.333333333,4721641.791044776,1460666.6666666667,4382000.0,1014351.8518518518,5216666.666666667,6444117.647058823,2547674.418604651,4213461.538461538,5216666.666666667,6202941.176470588,5477500.0,4455633.802816901,3777586.206896552,4763043.478260869,5477500.0,5216666.666666667,4763043.478260869,3222058.8235294116,2381521.7391304346,4763043.478260869,4564583.333333333,1424444.4444444445,5216666.666666667,5765789.47368421,3043055.5555555555,5216666.666666667,5765789.47368421,3777586.206896552,4979545.454545454,4866923.076923077,6456122.448979592,6730851.063829787,5216666.666666667,5765789.47368421,3533870.9677419355,2608333.3333333335,4979545.454545454,3319696.9696969697,3445454.5454545454,2434444.4444444445,3912500.0,5990333.333333333,4763043.478260869,4213461.538461538,6202941.176470588,6086111.111111111,3533870.9677419355,4213461.538461538,3130000.0,3777586.206896552,2671951.2195121953,2671951.2195121953,5765789.47368421,969469.0265486726,5216666.666666667,3777586.206896552,4213461.538461538,3533870.9677419355
Balaenoptera omurai,3533870.9677419355,3423437.5,3651666.6666666665,4398051.948051948,6846875.0,6730851.063829787,4979545.454545454,6444117.647058823,5021428.571428572,2960810.810810811,4213461.538461538,6086111.111111111,6444117.647058823,5216666.666666667,5216666.666666667,5765789.47368421,2330851.063829787,5765789.47368421,2943750.0,7030000.0,4979545.454545454,3423437.5,4763043.478260869,4564583.333333333,4763043.478260869,5477500.0,5216666.666666667,4382000.0,2738750.0,6590625.0,6086111.111111111,4564583.333333333,6444117.647058823,995909.0909090909,4763043.478260869,2960810.810810811,7030000.0,5216666.666666667,4763043.478260869,5804573.1707317075,6456122.448979592,3777586.206896552,6456122.448979592,7303333.333333333,5477500.0,4763043.478260869,5021428.571428572,1480405.4054054054,4564583.333333333,1023831.7757009346,5477500.0,6444117.647058823,2882894.736842105,4979545.454545454,5477500.0,6456122.448979592,5765789.47368421,4652205.882352941,4763043.478260869,5216666.666666667,6086111.111111111,5477500.0,5216666.666666667,3423437.5,2608333.3333333335,4763043.478260869,4763043.478260869,2943750.0,6086111.111111111,6444117.647058823,3319696.9696969697,5477500.0,5765789.47368421,4382000.0,5765789.47368421,5186065.573770491,7030000.0,7189772.7272727275,5477500.0,6846875.0,4382000.0,2960810.810810811,5765789.47368421,3912500.0,3667741.935483871,2671951.2195121953,4213461.538461538,5990333.333333333,5477500.0,4763043.478260869,6730851.063829787,6086111.111111111,3651666.6666666665,4763043.478260869,3423437.5,4057407.407407407,3043055.5555555555,2671951.2195121953,6086111.111111111,960964.9122807018,5477500.0,4213461.538461538,4382000.0,4057407.407407407,4415625.0
Lipotes vexillifer,3222058.8235294116,3043055.5555555555,3319696.9696969697,4341666.666666667,5765789.47368421,6202941.176470588,4382000.0,5477500.0,4793181.818181818,2671951.2195121953,3533870.9677419355,5216666.666666667,5477500.0,4979545.454545454,4382000.0,4979545.454545454,2235714.285714286,4979545.454545454,5858000.0,6456122.448979592,4382000.0,3319696.9696969697,3912500.0,4057407.407407407,4213461.538461538,5216666.666666667,4979545.454545454,3912500.0,2547674.418604651,6083653.846153846,5477500.0,4057407.407407407,5477500.0,986936.9369369369,4213461.538461538,2547674.418604651,6730851.063829787,4382000.0,5477500.0,5876234.567901234,6202941.176470588,3423437.5,6202941.176470588,6086111.111111111,3211363.6363636362,4979545.454545454,4382000.0,4793181.818181818,1441447.3684210526,4382000.0,1043333.3333333334,4564583.333333333,5477500.0,2671951.2195121953,4213461.538461538,4763043.478260869,6456122.448979592,5216666.666666667,4455633.802816901,4382000.0,4564583.333333333,5216666.666666667,4564583.333333333,4564583.333333333,3423437.5,2547674.418604651,4763043.478260869,4213461.538461538,1508235.294117647,5216666.666666667,6086111.111111111,3423437.5,4763043.478260869,4979545.454545454,4382000.0,5216666.666666667,4866923.076923077,6456122.448979592,6730851.063829787,4763043.478260869,6086111.111111111,3912500.0,2547674.418604651,4979545.454545454,3912500.0,3344117.6470588236,2489772.727272727,4979545.454545454,5834740.2597402595,4763043.478260869,4057407.407407407,6202941.176470588,5216666.666666667,3651666.6666666665,3651666.6666666665,3130000.0,3533870.9677419355,2608333.3333333335,2808974.358974359,5216666.666666667,944396.551724138,5216666.666666667,3777586.206896552,4213461.538461538,3651666.6666666665,2848888.888888889,3211363.6363636362
Delphinapterus leucas,3222058.8235294116,3043055.5555555555,3130000.0,4398051.948051948,5477500.0,6083653.846153846,4564583.333333333,5216666.666666667,4721641.791044776,2608333.3333333335,3533870.9677419355,5216666.666666667,5216666.666666667,4763043.478260869,4213461.538461538,4763043.478260869,2148039.2156862747,4763043.478260869,9426250.0,6327000.0,4564583.333333333,3222058.8235294116,3777586.206896552,3777586.206896552,4382000.0,4979545.454545454,4763043.478260869,3777586.206896552,2489772.727272727,6083653.846153846,5216666.666666667,4057407.407407407,5216666.666666667,986936.9369369369,4382000.0,2547674.418604651,6590625.0,4213461.538461538,4763043.478260869,5804573.1707317075,6083653.846153846,3222058.8235294116,6083653.846153846,5765789.47368421,2943750.0,4763043.478260869,4057407.407407407,4721641.791044776,1441447.3684210526,4382000.0,1033490.5660377359,4382000.0,5216666.666666667,2608333.3333333335,4057407.407407407,4564583.333333333,6327000.0,4979545.454545454,4393750.0,3912500.0,4213461.538461538,4979545.454545454,4382000.0,4213461.538461538,3222058.8235294116,2489772.727272727,4763043.478260869,4382000.0,1424444.4444444445,4979545.454545454,5765789.47368421,3130000.0,4564583.333333333,4763043.478260869,4057407.407407407,4979545.454545454,4721641.791044776,6327000.0,6590625.0,4564583.333333333,5765789.47368421,3651666.6666666665,2547674.418604651,4763043.478260869,3777586.206896552,3344117.6470588236,2381521.7391304346,4382000.0,5834740.2597402595,4213461.538461538,4057407.407407407,6083653.846153846,4979545.454545454,3533870.9677419355,3777586.206896552,3043055.5555555555,3423437.5,2608333.3333333335,2671951.2195121953,4979545.454545454,944396.551724138,4979545.454545454,3533870.9677419355,3912500.0,3651666.6666666665,3205000.0,2943750.0,5858000.0
Sousa chinensis,3319696.9696969697,3130000.0,3222058.8235294116,4398051.948051948,5477500.0,6456122.448979592,4564583.333333333,5765789.47368421,4866923.076923077,2882894.736842105,3777586.206896552,5216666.666666667,5765789.47368421,5216666.666666667,4564583.333333333,5216666.666666667,2191000.0,5216666.666666667,1118087.5,6730851.063829787,4564583.333333333,3130000.0,3912500.0,4213461.538461538,4382000.0,5477500.0,5216666.666666667,3912500.0,2608333.3333333335,6327000.0,5216666.666666667,4213461.538461538,5765789.47368421,995909.0909090909,4382000.0,2671951.2195121953,7030000.0,4564583.333333333,5216666.666666667,5949687.5,6456122.448979592,3319696.9696969697,6456122.448979592,5765789.47368421,2943750.0,4763043.478260869,4213461.538461538,4866923.076923077,1460666.6666666667,4564583.333333333,1043333.3333333334,4763043.478260869,5765789.47368421,2671951.2195121953,4057407.407407407,4979545.454545454,6730851.063829787,5477500.0,4519285.714285715,4213461.538461538,4382000.0,5477500.0,4763043.478260869,4382000.0,3423437.5,2608333.3333333335,4979545.454545454,4382000.0,1602500.0,5477500.0,6444117.647058823,3319696.9696969697,4979545.454545454,5216666.666666667,4213461.538461538,4979545.454545454,4942968.75,6730851.063829787,7030000.0,4979545.454545454,6444117.647058823,4057407.407407407,2671951.2195121953,5216666.666666667,4213461.538461538,3667741.935483871,2489772.727272727,4763043.478260869,5759935.897435897,4564583.333333333,4213461.538461538,6456122.448979592,5477500.0,4057407.407407407,3912500.0,3130000.0,3533870.9677419355,2738750.0,2738750.0,5477500.0,952608.695652174,5477500.0,3533870.9677419355,4057407.407407407,3777586.206896552,2564000.0,2943750.0,5858000.0,4713125.0
